标题,标题链接,缩略图,right-info,right-info1
咸塘港支流,https://www.haodiaoyu.com/diaochang/shanghai/41945.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVXUpdq47YErMuOvcLVtxQWib.jpg!thum,咸塘港支流,免费
宣六港南北向,https://www.haodiaoyu.com/diaochang/shanghai/41943.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVx8wHkAMpRfLbUzahG92eDdF.jpg!thum,宣六港西路野生动物园地铁站东侧100米,免费
红光河主河道,https://www.haodiaoyu.com/diaochang/shanghai/41942.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVOShjaLXl6QNCvpIZURK8Bbc.jpg!thum,红光河主河道,免费
渔乐港垂钓农庄,https://www.haodiaoyu.com/diaochang/shanghai/41941.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iV0lSP4GEOy8MrseL3fduFRqp.jpg!thum,上海市南汇区三灶镇下盐公路宣六港西路向南500米。宣六港西路1066号,200元/天
城银河,https://www.haodiaoyu.com/diaochang/shanghai/41940.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV9UefVh5GxqRdEDbuYQm4PJ7.jpg!thum,上海市宝山区城银河,免费
白莲泾河,https://www.haodiaoyu.com/diaochang/shanghai/41939.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVrePpNtyFO91BbA2Waukjg7J.jpg!thum,浦东新区高科西路641号,免费
汇旺路大河,https://www.haodiaoyu.com/diaochang/shanghai/41938.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVgmHFD5CzjYAb-QwL3NoRpPh.jpg!thum,嘉定汇旺东路,免费
未来岛公园支流,https://www.haodiaoyu.com/diaochang/shanghai/41936.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVcxoHuCa6jmlTALRGntr1Q0E.jpg!thum,未来岛公园支流,免费
中槎浦,https://www.haodiaoyu.com/diaochang/shanghai/41935.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVDXlfKCMmcj4Uya8QqvExTs1.jpg!thum,中槎浦,免费
南五灶港,https://www.haodiaoyu.com/diaochang/shanghai/41934.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVXyU5eplbOH06c8wzKPIJ1DW.jpg!thum,上海浦东新区宣桥镇新安村养鸡场门口,免费
双喜练杆塘,https://www.haodiaoyu.com/diaochang/shanghai/41933.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iViQk-bMnsZJRxoueXr1v0Y5l.jpg!thum,浦东新区康新公路三灶港桥双喜鱼塘,30元/天
朝阳河,https://www.haodiaoyu.com/diaochang/shanghai/41932.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVAo4BiMxaDF8LveQfdIYzpGq.jpg!thum,上海市普陀区梅川路,免费
博鲟乐园,https://www.haodiaoyu.com/diaochang/shanghai/41930.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVEpJtZ3Wg76z-u5h9N8XvoYs.jpg!thum,上海市浦东新区康新公路唐倪家宅路西1000米,1200元/6小时
杨思水闸,https://www.haodiaoyu.com/diaochang/shanghai/41928.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVneioZRcXAsSQrMW75VkHlU2.jpg!thum,耀川路158号正阳集团后面,免费
彭门河桥支流,https://www.haodiaoyu.com/diaochang/shanghai/41927.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVO4GJYlAkPituZ9Q1ofD0q2E.jpg!thum,彭门河桥支流,免费
向阳河,https://www.haodiaoyu.com/diaochang/shanghai/41926.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVy97BtRxrz0jg2q15PIeD8ih.jpg!thum,沪南公路下盐路,免费
新槎浦丰华路桥,https://www.haodiaoyu.com/diaochang/shanghai/41925.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVqLrw4NTn-pu03WHjGDBSMdf.jpg!thum,丰华路桥两侧南至金沙.江西路,免费
,,,,
,,,,
新泽源小徐垂钓场,https://www.haodiaoyu.com/diaochang/shanghai/41924.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVROMQq3kVE6ByWuz1worCTmI.jpg!thum,曹安路3058号新泽源花木市场内,15-30元 /斤
团青河支流,https://www.haodiaoyu.com/diaochang/shanghai/41923.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVnX3GLTANJjiqSvzDM5FW4Cg.jpg!thum,四团西支流,免费
陆港,https://www.haodiaoyu.com/diaochang/shanghai/41922.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV8kDLZA25dUQSYj3XyGrB9i6.jpg!thum,桂圆别墅801弄,免费
桥港支流,https://www.haodiaoyu.com/diaochang/shanghai/41921.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVCrVo7FE-Wf1IdtSebcvMTqH.jpg!thum,上海市闵行区立跃路万芳路往南200米,免费
新潮河,https://www.haodiaoyu.com/diaochang/shanghai/41920.html,http://p5.diaoyur.cn/group5/M00/01/5C/cjd0iVGheOzdsWEj6DwMYVucCxt9v.jpg!thum,上海市奉贤区蔡建路新潮路,免费
蒲汇塘港口,https://www.haodiaoyu.com/diaochang/shanghai/41919.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVQKjteDIFCpMl5W1v6LBhd0i.jpg!thum,蒲汇塘港口,免费
金桥园,https://www.haodiaoyu.com/diaochang/shanghai/41918.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVDeq5YHnCmohFKNB0I673kgc.jpg!thum,金园路,免费
浦东法制主题公园,https://www.haodiaoyu.com/diaochang/shanghai/41917.html,http://p6.diaoyur.cn/group6/M00/01/63/cjd0iVSfBteWaIM2jZdobQshDHGgN.jpeg!thum,航头路石家浜桥西北角,免费
浜方泰段,https://www.haodiaoyu.com/diaochang/shanghai/41916.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVbhkBJ0EXq9Ha-41tiQoPlFv.jpg!thum,温藻浜先锋桥,免费
高墩头,https://www.haodiaoyu.com/diaochang/shanghai/41915.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVbRd6vcAei8uZj3KLltahqEz.jpg!thum,高墩头河道,免费
春申塘支流,https://www.haodiaoyu.com/diaochang/shanghai/41914.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVkfHgqVy08EOQRFdXc72Ivzo.jpg!thum,春申塘支流,免费
盐仓浦桥,https://www.haodiaoyu.com/diaochang/shanghai/41913.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iV0ESgGLON9xTMcrIasu7d68F.jpg!thum,纪翟路和纪淞路交叉口,免费
小李介钓鱼中心,https://www.haodiaoyu.com/diaochang/shanghai/41912.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iV91xZtF-aSh7sw6diC0cVKTW.jpg!thum,航塘公路泰梅路红绿灯往南300米,150元/天
爱博家园,https://www.haodiaoyu.com/diaochang/shanghai/41911.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVfxB6meu4SqwYAIQL0hVCW5a.jpg!thum,爱博家园小区内,免费
博园路许家东村水闸,https://www.haodiaoyu.com/diaochang/shanghai/41910.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVobz6ZxFdf5gsp-kJOatnIhW.jpg!thum,黄渡镇博园路许家东村水闸,免费
阿卫垂钓,https://www.haodiaoyu.com/diaochang/shanghai/41909.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVfCGqJ0OAj68mYBFg3zU172P.jpg!thum,洪庙镇农展村（平庄公路瓦洪公路交叉路口人行到进去100米铁门进去）,150-200元/7小时
小华鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/41907.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV6XZTYvk2A91nw7dgD-zQuWP.jpg!thum,闵行区丰南路奶牛场旁边（丰南路到底）,150元/天
桃花岛钓场,https://www.haodiaoyu.com/diaochang/shanghai/41906.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV4Ojl0rL9u-qygQUJsMXoCD2.jpg!thum,大叶公路7693号,150元/天
新泾港主河道,https://www.haodiaoyu.com/diaochang/shanghai/41905.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVzTqMGLUDWw5-vOspJhQ8yn6.jpg!thum,新泾港主河道,免费
永南河,https://www.haodiaoyu.com/diaochang/shanghai/41904.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV8TzZilUG4ekmaWc9F5YxDLh.jpg!thum,永南河,免费
,,,,
,,,,
大治河支流,https://www.haodiaoyu.com/diaochang/shanghai/41903.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVGbJDmUrvVkNhYWutXZRTwnx.jpg!thum,大治河支流,免费
新大洲垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/41902.html,http://p3.diaoyur.cn/group3/M00/05/64/cjd0iVVEUjlZTQNu6vRPL7Sxwdin0.jpg!thum,青浦区华新镇马阳村宝丰西路北施浜公交站南200米,200元/8小时
八尺沟,https://www.haodiaoyu.com/diaochang/shanghai/41901.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVVgepGwhlyBtJx64PTdqYNoO.jpg!thum,闵行区金都路与莲花南路交叉口附近（广润苑西侧）,免费
快乐垂钓,https://www.haodiaoyu.com/diaochang/shanghai/41900.html,http://p5.diaoyur.cn/group5/M00/01/65/cjd0iVhB5ZIr10f7uPUyx3z-4Le6d.jpg!thum,奉贤区青村镇西吴村8组（航吴路青村玩具厂北600米左右）,100-300元/8小时
浦南运河,https://www.haodiaoyu.com/diaochang/shanghai/41899.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iV9QqFeLAiG1fp3R-hSbJr0jP.jpg!thum,上海市奉贤区神州路奉浦路交叉口往东500米,免费
浦汇塘,https://www.haodiaoyu.com/diaochang/shanghai/41898.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVs4e-aU0yk3tFVNXPzroKDAE.jpg!thum,沪松公路涞亭南路(进入涞亭南路50米左右),免费
苏州河,https://www.haodiaoyu.com/diaochang/shanghai/41897.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVCXdZw83RNA5HqOBPh1WzQTm.jpg!thum,华新镇新凤中路徐谢小区,免费
姚河港主河道,https://www.haodiaoyu.com/diaochang/shanghai/41896.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVEvjHpK5DqUaPCNr6AQ-MYFX.jpg!thum,姚河港主河道,免费
北竹港支流,https://www.haodiaoyu.com/diaochang/shanghai/41895.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iV5zA0V6fviE7QhntcOdeJbPu.jpg!thum,北竹港支流,免费
莘松路钓场,https://www.haodiaoyu.com/diaochang/shanghai/41894.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVn4-92ZPoVFhWvT0HIK5wsUt.jpg!thum,闵松路莘松路口右转50米一条小路进入,免费
青浦徐径天天渔乐,https://www.haodiaoyu.com/diaochang/shanghai/41893.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVQHNOq2XSYJBp-oK9hCAW4Ir.jpg!thum,沪青平公路2485号近前云路,200元/天
君宴休闲钓场,https://www.haodiaoyu.com/diaochang/shanghai/41892.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVZ7sV3EvFpTPCRzUY5IeM8lW.jpg!thum,重固镇回龙支二路液化气站边君宴农庄内,200元/天
白沙河主道,https://www.haodiaoyu.com/diaochang/shanghai/41891.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVycqMFZBCR6Atl8TwvoJWUH1.jpg!thum,白沙河主道,免费
老洪钓场,https://www.haodiaoyu.com/diaochang/shanghai/41890.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV4byr-HRQ6KEOGw3jSnPFYBL.jpg!thum,青浦区华新镇联星村,150元/天
西大盈港主河道,https://www.haodiaoyu.com/diaochang/shanghai/41889.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVa4ZYxl3bmK8JIwy9Dij7MVH.jpg!thum,西大盈港主河道,免费
竹港桥河,https://www.haodiaoyu.com/diaochang/shanghai/41888.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVjc2Im0SiytKkfBv7l8gapW4.jpg!thum,大叶公路环城东路交叉口往西直走过两个红绿灯。,免费
南汇塘支流,https://www.haodiaoyu.com/diaochang/shanghai/41887.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV2uCvsO3hqUa5JGwjbH9pzLi.jpg!thum,南汇塘支流,免费
光辉河,https://www.haodiaoyu.com/diaochang/shanghai/41886.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVtQB-SFMEUIowXPC8bJy52q3.jpg!thum,大叶公路与浦灵路交叉口，光辉河,免费
金汇港湾,https://www.haodiaoyu.com/diaochang/shanghai/41885.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iV9BxQeaXtg6437py02jicPlW.jpg!thum,金汇港湾,免费
大张泾主河道,https://www.haodiaoyu.com/diaochang/shanghai/41884.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVRGybmOFVBT9ZhXaYqC8H5L3.jpg!thum,大张泾主河道,免费
,,,,
,,,,
里浜主河道,https://www.haodiaoyu.com/diaochang/shanghai/41883.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVlaXOKRi5ZWr-4j0yduktwIU.jpg!thum,里浜主河道,免费
塘桥钓场,https://www.haodiaoyu.com/diaochang/shanghai/41882.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVk7lOeGQM-LAZfrp5s1o43nI.jpg!thum,上海市松江区沈砖公路洞桥村路桥下,免费
中泽花园,https://www.haodiaoyu.com/diaochang/shanghai/41881.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVJ5Byt3hnR0EFpK7XqLu2CUv.jpg!thum,中泽花园,免费
强哥钓场,https://www.haodiaoyu.com/diaochang/shanghai/41880.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV6OGqnbPg-dI0o8mYvwDLXHy.jpg!thum,青赵公路长里泾桥与施家浜桥之间,150-200元/8小时
新农河主河道,https://www.haodiaoyu.com/diaochang/shanghai/41879.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVzBrk7JMZpDoEyHNAal-j45w.jpg!thum,新农河主河道,免费
奉贤区吴塘港,https://www.haodiaoyu.com/diaochang/shanghai/41878.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVMhWFySbClZaU8o3nrqV91iT.jpg!thum,八字桥路吴塘港桥（沪杭公路航南公路口往西第一个红绿灯路口往北150米）,免费
百花港钓场,https://www.haodiaoyu.com/diaochang/shanghai/41877.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVNhFW7mREO1aPlVUZQ3-dHbu.jpg!thum,洞经地铁站沈砖公路西行到人民北路南行到百花港桥就是钓场,免费
女儿泾水闸,https://www.haodiaoyu.com/diaochang/shanghai/41876.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVpViQmH3r-RU1XE2whclsDMy.jpg!thum,江川路3787号水闸向西,免费
通波塘桥,https://www.haodiaoyu.com/diaochang/shanghai/41875.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVdtcvN5HDiXmJseRC2puTQYq.jpg!thum,广富林镇广富林路桥下,免费
曲水园沿岸,https://www.haodiaoyu.com/diaochang/shanghai/41874.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV9TlBLRZ5Hpq1bg0QP28aiSE.jpg!thum,曲水园旁沿岸,免费
亲清水生园钓场,https://www.haodiaoyu.com/diaochang/shanghai/41873.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVC5m8vQpZTb7JDqzs4AtwOhV.jpg!thum,江川西路3800亲清水生园,免费
引水河,https://www.haodiaoyu.com/diaochang/shanghai/41872.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVylakDgB-MKEpcwxPCG5ZOjV.jpg!thum,沿着引水路一直走，走到有一座大桥的地方不要上桥从左侧小路拐弯，路过一座小的桥然后到达路口那就是目的地来,免费
渡船浜,https://www.haodiaoyu.com/diaochang/shanghai/41871.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVwmsyWcr4eEpiLCK1jtxkZOo.jpg!thum,渡船浜,免费
龙兴港桥钓场,https://www.haodiaoyu.com/diaochang/shanghai/41870.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV19fquLGoXgkTO5PVhsNKeRj.jpg!thum,思贤路龙兴港桥（思贤公园附近）,免费
陈家浜桥钓场,https://www.haodiaoyu.com/diaochang/shanghai/41869.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iV0muZRhtHGXUIadOkDSlngsN.jpg!thum,车阳路陈家浜桥,免费
蒋家浜,https://www.haodiaoyu.com/diaochang/shanghai/41868.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVhWYl5DuJSKNx3CAMcw4azq-.jpg!thum,蒋家浜,免费
松浦大桥附近,https://www.haodiaoyu.com/diaochang/shanghai/41867.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVSaQnqC9L4ebkI2D1t3GsOFm.jpg!thum,松江车墩6号桥西堆场路,免费
三星路主河道,https://www.haodiaoyu.com/diaochang/shanghai/41866.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVJsVdlMujEne91w-iD7KOzkH.jpg!thum,三星路主河道,免费
新松江路钓场,https://www.haodiaoyu.com/diaochang/shanghai/41865.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVgUnh5p3JQXZC-xV9ILMu68A.jpg!thum,新松江路1841号,免费
南沙港主河道,https://www.haodiaoyu.com/diaochang/shanghai/41864.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV9HaxpcrAU3iWDO67doVXygm.jpg!thum,南沙港主河道,免费
,,,,
,,,,
华亭湖钓场,https://www.haodiaoyu.com/diaochang/shanghai/41863.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVtgFNuM95Bkl1dj-sqAyZSLx.jpg!thum,三新北路900弄-610号华庭湖,免费
宝隆别墅,https://www.haodiaoyu.com/diaochang/shanghai/41862.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVp6XEGBC5PQqWdTlhuw0ibOY.jpg!thum,宝龙别墅,免费
鲤鱼泾,https://www.haodiaoyu.com/diaochang/shanghai/41861.html,http://p3.diaoyur.cn/group3/M00/05/5F/cjd0iVtfQOxWA0mlLVajdZnpFHvcb.jpeg!thum,上海市奉贤区庄行镇潘垫北路鲤鱼泾,免费
游艇中心,https://www.haodiaoyu.com/diaochang/shanghai/41860.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVnXzZMFcHWYx5OUrN84gCGQ6.jpg!thum,荣乐路玉树路口，高速路下面,免费
黄浦江,https://www.haodiaoyu.com/diaochang/shanghai/41859.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVvPEZy8d4RjQS9kobVc2FN5u.jpg!thum,杨家角的小道一直开过来到黄浦江边左转近200米有小石墩台阶的地方作钓,免费
红阳钓场,https://www.haodiaoyu.com/diaochang/shanghai/41858.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVtEFlTr1geLNJxiKdMsfIp7V.jpg!thum,亭林镇红阳村 车亭公路、红梓路口往东大约一公里,60元/天
黄墙港,https://www.haodiaoyu.com/diaochang/shanghai/41857.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV7XVf1KSHhgx3PEND6ascoRu.jpg!thum,在苍城7村的西面，步行200米,免费
小领河主道,https://www.haodiaoyu.com/diaochang/shanghai/41856.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVlULAWJTXr70PNnd-QHpgKy5.jpg!thum,小领河主道,免费
辕门路钓场,https://www.haodiaoyu.com/diaochang/shanghai/41855.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVQOicaLXKGR3o0ljd-FYDWhE.jpg!thum,松江辕门东路泖东桥段,免费
叶发渔港,https://www.haodiaoyu.com/diaochang/shanghai/41854.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVk2Ah8idnxe7bgPFRQLCOvTr.jpg!thum,叶发渔港,免费
油墩港,https://www.haodiaoyu.com/diaochang/shanghai/41853.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVpOhFXCWkSej7Usb0R1ynMBG.jpg!thum,油墩港主道,免费
邻村农庄钓鱼中心,https://www.haodiaoyu.com/diaochang/shanghai/41852.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iV1WriLuvChsqgVBa9JnbPzdY.jpg!thum,花园村428-1号胡阮路,200元/天
朝阳港支流,https://www.haodiaoyu.com/diaochang/shanghai/41851.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVys7bDRip1fmGY8zgVTQoN4Z.jpg!thum,朝阳港支流,免费
祝家港桥,https://www.haodiaoyu.com/diaochang/shanghai/41850.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV23XmQ5kDYRvs4GiWCnqurxP.jpg!thum,亭林镇金山亭林车站西500米,免费
石湖荡港桥支流,https://www.haodiaoyu.com/diaochang/shanghai/41849.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iV84KaRP5lk1gXtIUr3QjLCJN.jpg!thum,黄浦江支流，和铁道并行,免费
紫石泾主河道,https://www.haodiaoyu.com/diaochang/shanghai/41848.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVWu-mD6BEZeptqd09HPnTkV1.jpg!thum,紫石泾主河道,免费
太浦河,https://www.haodiaoyu.com/diaochang/shanghai/41847.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVLtGhynK0A8gbmirHCVjxfWs.jpg!thum,太浦河支河床,免费
牛牛钓场,https://www.haodiaoyu.com/diaochang/shanghai/41846.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVXIkTGO15eK6MuPthZcCwB-x.jpg!thum,松蒸公路老松蒸公路交叉路口往南100米,80元/天
小泖港,https://www.haodiaoyu.com/diaochang/shanghai/41845.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVayxn4JhmofcLBYtDTeg50M-.jpg!thum,小泖港主河道,免费
环湖生态垂钓园,https://www.haodiaoyu.com/diaochang/shanghai/41844.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iV2NDTbtfV9wiYBc8JuKM4xWA.jpg!thum,商榻镇石米荡村石米荡路（有路牌指示）,150-200元/8小时
,,,,
,,,,
练塘渔乐原生态钓场,https://www.haodiaoyu.com/diaochang/shanghai/41843.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVAUKx2a5pjikHSsJ1IRG8CE4.jpg!thum,练塘东叶厍村,12元/斤
建设河,https://www.haodiaoyu.com/diaochang/shanghai/41842.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVFYSriAEX6J9IQMnm4GvCTyc.jpg!thum,上海市松江区曹家浜公路泖港镇曙光村,免费
护城河,https://www.haodiaoyu.com/diaochang/shanghai/41840.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVjM3bQNf-Eh8UvS2w5doz9Bc.jpg!thum,金山大道东平路一,免费
张泾河主河道,https://www.haodiaoyu.com/diaochang/shanghai/41839.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV5yJa-9CnHk2A3x7OBLQiElU.jpg!thum,张泾河主河道,免费
金卫城河主河道,https://www.haodiaoyu.com/diaochang/shanghai/41838.html,http://p5.diaoyur.cn/group5/M00/00/DC/cjd0iVg9LsqV6xE7pFS0X8mUYMCKP.jpg!thum,金卫城河主河道,免费
洞泾港（桥）,https://www.haodiaoyu.com/diaochang/shanghai/37009.html,http://p2.diaoyur.cn/group2/M00/05/6A/cjd0iVZda2RiXLMfc67Jwryo4SQVE.jpg!thum,上海市松江区X321(泗陈公路),免费
友录农家乐,https://www.haodiaoyu.com/diaochang/shanghai/36967.html,http://p5.diaoyur.cn/group5/M00/01/68/cjd0iVuLDGnge5l6z9Z-vhjbmVHMW.jpg!thum,上海市崇明县跃进路,15元/斤
泗泾水汶站,https://www.haodiaoyu.com/diaochang/shanghai/36712.html,http://p4.diaoyur.cn/group4/M00/05/6A/cjd0iVwtNog2CryzATflBIKc-L8nJ.jpg!thum,上海市松江区沪松公路2517弄-86支弄-69号,免费
马家河,https://www.haodiaoyu.com/diaochang/shanghai/36707.html,http://p2.diaoyur.cn/group2/M00/05/6B/cjd0iVaq9yVwtBRhW1fKlCv6jbrEg.jpg!thum,上海市松江区X321(泗陈公路),免费
横港村,https://www.haodiaoyu.com/diaochang/shanghai/36679.html,http://p5.diaoyur.cn/group5/M00/01/69/cjd0iVj5RIV-yL2UzQ9Sc4FPKfugt.jpg!thum,上海市松江区横港公路,免费
银湖别墅旁,https://www.haodiaoyu.com/diaochang/shanghai/36610.html,http://p3.diaoyur.cn/group3/M00/05/69/cjd0iVRJUGgaMAb84jDr5e6vdNVcP.jpg!thum,上海市松江区X321(泗陈公路),免费
泗泾医院旁,https://www.haodiaoyu.com/diaochang/shanghai/36608.html,http://p5.diaoyur.cn/group5/M00/01/69/cjd0iV64m1Yz2dK58sRqEOjbVgHt7.jpg!thum,上海市松江区祥泽路,免费
西元村,https://www.haodiaoyu.com/diaochang/shanghai/36602.html,http://p6.diaoyur.cn/group6/M00/01/6A/cjd0iVTWS9ZLPmOoQKuRGfb6jr2Cs.jpg!thum,上海市嘉定区西胜路,免费
青浦徐泾徐南路鱼塘?,https://www.haodiaoyu.com/diaochang/shanghai/36304.html,http://p2.diaoyur.cn/group2/M00/05/6C/cjd0iVAZWntESqdrT0Q4siaxmIPfy.jpg!thum,上海市青浦区徐晔路,100元/天
白牛塘钓场,https://www.haodiaoyu.com/diaochang/shanghai/35866.html,http://p5.diaoyur.cn/group5/M00/00/E8/cjd0iVmEL7GuYcF-2iHs3tpyKhSTC.jpg!thum,上海市金山区泾荷路,免费
驾校边河,https://www.haodiaoyu.com/diaochang/shanghai/35861.html,http://p5.diaoyur.cn/group5/M00/00/E8/cjd0iVmBRO6LrKsxM91DgFlHSNXzE.jpg!thum,上海市闵行区光华路2208号,免费
野河,https://www.haodiaoyu.com/diaochang/shanghai/35568.html,http://p3.diaoyur.cn/group3/M00/04/E9/cjd0iVha5uoHjkLY8ZfKq-VciFzXv.jpg!thum,上海市松江区鹤溪街5弄-2号,免费
崧泾桥河,https://www.haodiaoyu.com/diaochang/shanghai/35546.html,http://p2.diaoyur.cn/group2/M00/04/EC/cjd0iV7QkqzpsiYOMjcBKynwUvPEd.jpg!thum,上海市青浦区佳悦路,免费
银都路钓点,https://www.haodiaoyu.com/diaochang/shanghai/35474.html,http://p6.diaoyur.cn/group6/M00/00/E9/cjd0iVwYq7kIQC6mjNM9zoJWsudDR.jpg!thum,上海市徐汇区银都路,免费
滨江公园,https://www.haodiaoyu.com/diaochang/shanghai/35469.html,http://p2.diaoyur.cn/group2/M00/04/EC/cjd0iV9hjFEyUYmxoIO6Rw-HeAdNL.jpg!thum,上海市闵行区江川东路,免费
,,,,
,,,,
野塘,https://www.haodiaoyu.com/diaochang/shanghai/35462.html,http://p2.diaoyur.cn/group2/M00/04/EC/cjd0iVAJezrSOHnGkjtmbfvIUCago.jpg!thum,上海市浦东新区雪南路,免费
滨江公园,https://www.haodiaoyu.com/diaochang/shanghai/35427.html,http://p2.diaoyur.cn/group2/M00/04/EC/cjd0iVVqxmjYKued9kw35ZX-2tRrB.jpg!thum,上海市闵行区寺嘴角路,免费
